record_id,date,time,district,province,country,temperature_c,humidity_pct,previous_consumption_kwh,household_size,ac_usage,fan_usage,hour,day,month,day_of_week,is_weekend,electricity_consumption_kwh
34,2025-01-02,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.073675143688757,79.85085614518061,1.64,6,0,1,9,2,1,3,0,1.741
35,2025-01-02,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.892783538060396,67.05881722190654,1.741,3,0,1,10,2,1,3,0,1.32
36,2025-01-02,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.883076821499046,62.46012719976978,1.32,3,0,1,11,2,1,3,0,1.143
37,2025-01-02,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.333713164472528,64.03630723169043,1.143,4,0,1,12,2,1,3,0,1.432
38,2025-01-02,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.032467132039372,65.18539265667363,1.432,2,0,1,13,2,1,3,0,0.981
39,2025-01-02,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.14041502744701,64.34121146950888,0.981,6,0,1,14,2,1,3,0,1.326
40,2025-01-02,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.225066543869154,69.31246556408836,1.326,2,0,1,15,2,1,3,0,0.982
41,2025-01-02,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.01947446755918,75.06087215392226,0.982,6,0,1,16,2,1,3,0,1.592
42,2025-01-02,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.41442240196649,77.65863629187966,1.592,5,0,1,17,2,1,3,0,1.654
43,2025-01-02,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.86759223416904,75.20550069166877,1.654,6,0,1,18,2,1,3,0,2.082
44,2025-01-02,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.910422384740436,83.56508886181606,2.082,3,0,1,19,2,1,3,0,1.976
45,2025-01-02,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.09334864731258,75.38624108945197,1.976,6,0,1,20,2,1,3,0,2.456
46,2025-01-02,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.450257551096154,71.9699238319903,2.456,6,0,0,21,2,1,3,0,2.137
47,2025-01-02,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.297143022358554,84.1624597398585,2.137,4,0,1,22,2,1,3,0,1.976
48,2025-01-02,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.198977451697413,73.70780025949482,1.976,3,0,0,23,2,1,3,0,0.944
49,2025-01-03,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.118259719861086,78.74146869322426,0.944,2,0,0,0,3,1,4,0,0.688
50,2025-01-03,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.34947094198172,84.08044892969119,0.688,2,0,1,1,3,1,4,0,1.214
51,2025-01-03,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.431295518951988,81.35195486382835,1.214,4,0,1,2,3,1,4,0,1.394
52,2025-01-03,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.80043826706144,80.29836677500504,1.394,6,0,1,3,3,1,4,0,1.771
53,2025-01-03,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.40940421351904,75.2265873370258,1.771,4,0,0,4,3,1,4,0,1.006
54,2025-01-03,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.764364039591825,78.45679044226665,1.006,6,0,0,5,3,1,4,0,1.599
55,2025-01-03,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.223701876565766,80.82638327066881,1.599,5,0,1,6,3,1,4,0,1.988
56,2025-01-03,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.764204395118266,75.07987166614407,1.988,5,0,0,7,3,1,4,0,1.94
57,2025-01-03,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.77988619901865,69.8673631657181,1.94,5,0,0,8,3,1,4,0,1.778
58,2025-01-03,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.920646375274575,66.50984615761068,1.778,6,0,1,9,3,1,4,0,1.982
59,2025-01-03,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.707335107445402,66.81187419987185,1.982,6,0,1,10,3,1,4,0,1.646
60,2025-01-03,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.754521670995516,70.50715718316637,1.646,2,0,1,11,3,1,4,0,1.427
61,2025-01-03,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.078575313303787,69.61292826541536,1.427,4,0,1,12,3,1,4,0,1.594
62,2025-01-03,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.43668428962077,64.79797159761732,1.594,4,0,1,13,3,1,4,0,1.156
63,2025-01-03,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.930202452084004,59.39548152804829,1.156,6,0,1,14,3,1,4,0,1.552
64,2025-01-03,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.173570178696814,70.6178732281976,1.552,3,0,1,15,3,1,4,0,1.399
65,2025-01-03,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.993852394430714,66.45942293579317,1.399,6,0,1,16,3,1,4,0,1.75
66,2025-01-03,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.614576775482274,74.25624991606114,1.75,4,0,1,17,3,1,4,0,1.552
67,2025-01-03,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.121019942201247,70.16382811577135,1.552,6,0,1,18,3,1,4,0,2.077
68,2025-01-03,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.354811892155407,71.04839818532076,2.077,5,0,1,19,3,1,4,0,1.911
69,2025-01-03,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.686380705005725,77.42442094475598,1.911,3,0,1,20,3,1,4,0,2.091
70,2025-01-03,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.122263213807653,87.93079692010548,2.091,6,0,1,21,3,1,4,0,2.099
71,2025-01-03,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.579450941329664,82.94586743277212,2.099,2,0,1,22,3,1,4,0,1.715
72,2025-01-03,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.113471241474883,81.60705502331447,1.715,2,0,1,23,3,1,4,0,1.205
73,2025-01-04,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.839567040602283,83.19688692954735,1.205,4,0,1,0,4,1,5,1,1.528
74,2025-01-04,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.69313628163362,74.99553655405761,1.528,3,0,0,1,4,1,5,1,1.219
75,2025-01-04,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.31394058885645,77.27211930101325,1.219,2,0,0,2,4,1,5,1,1.1
76,2025-01-04,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.84779596964482,71.01846236630251,1.1,6,0,0,3,4,1,5,1,1.446
77,2025-01-04,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.233326752334342,86.86924304661233,1.446,2,0,1,4,4,1,5,1,1.434
78,2025-01-04,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.146932765539038,84.609544116623,1.434,4,0,1,5,4,1,5,1,2.063
79,2025-01-04,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.10047231517387,78.38300742057729,2.063,3,0,0,6,4,1,5,1,1.7
80,2025-01-04,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.02782944193675,75.54046041233681,1.7,3,0,0,7,4,1,5,1,1.878
81,2025-01-04,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.365420190045928,66.98190667429203,1.878,3,0,1,8,4,1,5,1,1.867
82,2025-01-04,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.195152573433738,70.62280015899724,1.867,3,0,1,9,4,1,5,1,1.872
83,2025-01-04,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.10955692274794,77.21982004530975,1.872,5,0,1,10,4,1,5,1,1.792
84,2025-01-04,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.674508672123668,69.46348616629179,1.792,3,0,1,11,4,1,5,1,1.334
85,2025-01-04,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.4681994141252,65.97993335112893,1.334,5,0,1,12,4,1,5,1,1.618
86,2025-01-04,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.09417029823786,60.96771735998555,1.618,4,0,1,13,4,1,5,1,1.487
87,2025-01-04,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.424478127837823,73.75974212689974,1.487,5,0,1,14,4,1,5,1,1.863
88,2025-01-04,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.714587608591543,68.6574869693983,1.863,4,0,1,15,4,1,5,1,1.533
89,2025-01-04,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.809468457721156,63.02331711824285,1.533,3,0,1,16,4,1,5,1,1.269
90,2025-01-04,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.337123928146287,67.80293727171383,1.269,4,0,1,17,4,1,5,1,1.848
91,2025-01-04,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.932308087178228,68.07811461484984,1.848,5,0,1,18,4,1,5,1,2.414
92,2025-01-04,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.64590493867952,74.47302589715211,2.414,4,0,1,19,4,1,5,1,2.446
93,2025-01-04,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.661361350364675,77.64108919416893,2.446,6,0,0,20,4,1,5,1,2.184
94,2025-01-04,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.211532104987825,76.48713174288591,2.184,4,0,0,21,4,1,5,1,1.996
95,2025-01-04,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.250132452833576,83.05793385425336,1.996,3,0,1,22,4,1,5,1,1.919
96,2025-01-04,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.862411034739196,81.37738678838083,1.919,2,0,1,23,4,1,5,1,1.559
97,2025-01-05,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.51696917952005,86.010730325112,1.559,3,0,1,0,5,1,6,1,1.462
98,2025-01-05,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.497610224309422,80.57122368767712,1.462,2,0,1,1,5,1,6,1,1.24
99,2025-01-05,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.51981938137875,93.94278315206806,1.24,2,0,1,2,5,1,6,1,1.211
100,2025-01-05,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.57102444210256,78.80422293259524,1.211,3,0,0,3,5,1,6,1,1.393
101,2025-01-05,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.272598826172057,76.33642750128234,1.393,3,0,0,4,5,1,6,1,1.147
102,2025-01-05,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.059483650906518,74.39479779961697,1.147,6,0,0,5,5,1,6,1,1.715
103,2025-01-05,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.31498882315086,75.96797040950042,1.715,5,0,0,6,5,1,6,1,1.8
104,2025-01-05,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.86531912848661,68.12185563653686,1.8,5,0,0,7,5,1,6,1,2.17
105,2025-01-05,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.2531058559921,74.3665180595936,2.17,4,0,0,8,5,1,6,1,1.872
106,2025-01-05,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.560343279992956,63.878784921740774,1.872,2,0,1,9,5,1,6,1,1.732
107,2025-01-05,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.639982356071535,70.69693622792309,1.732,6,0,1,10,5,1,6,1,1.728
108,2025-01-05,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.708672526601884,63.53281519712352,1.728,4,0,1,11,5,1,6,1,1.349
109,2025-01-05,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.097117640562345,66.71334558645616,1.349,4,0,1,12,5,1,6,1,1.495
110,2025-01-05,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.322735975055515,70.41816159652944,1.495,5,0,1,13,5,1,6,1,1.573
111,2025-01-05,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.147538914836687,77.45466995148193,1.573,2,0,1,14,5,1,6,1,1.38
112,2025-01-05,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.894780795475214,64.62582009038431,1.38,4,0,1,15,5,1,6,1,1.265
113,2025-01-05,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.949551166038994,69.4489827339886,1.265,5,0,1,16,5,1,6,1,1.776
114,2025-01-05,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.82305270381157,68.60496530089783,1.776,5,0,1,17,5,1,6,1,1.685
115,2025-01-05,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.457703606171094,69.70878539403917,1.685,4,0,1,18,5,1,6,1,1.903
116,2025-01-05,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.301099159036017,72.14010668012182,1.903,6,0,1,19,5,1,6,1,2.644
117,2025-01-05,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.186140969083763,80.1079992182654,2.644,6,0,1,20,5,1,6,1,2.245
118,2025-01-05,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.292788390131697,76.54777654307848,2.245,2,0,0,21,5,1,6,1,1.87
119,2025-01-05,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.881423113056734,88.94699826138925,1.87,2,0,1,22,5,1,6,1,1.883
120,2025-01-05,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.82861651069925,82.72609485007,1.883,4,0,1,23,5,1,6,1,1.655
121,2025-01-06,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.75633087530608,77.72143813932718,1.655,6,0,0,0,6,1,0,0,1.234
122,2025-01-06,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.43882819435566,80.5331792714197,1.234,4,0,1,1,6,1,0,0,1.53
123,2025-01-06,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.37599734717741,78.55409282386351,1.53,3,0,0,2,6,1,0,0,1.336
124,2025-01-06,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.382757746582957,84.26245243827792,1.336,4,0,1,3,6,1,0,0,1.577
125,2025-01-06,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.243217866135232,73.39462884204482,1.577,6,0,0,4,6,1,0,0,1.769
126,2025-01-06,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.305597859997274,73.13619447825675,1.769,2,0,0,5,6,1,0,0,1.109
127,2025-01-06,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.77064231297565,74.44554884072107,1.109,4,0,0,6,6,1,0,0,1.433
128,2025-01-06,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.32429623025466,77.7317871725533,1.433,5,0,0,7,6,1,0,0,1.913
129,2025-01-06,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.488198773800203,78.12050778357344,1.913,3,0,0,8,6,1,0,0,1.705
130,2025-01-06,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.98343257316264,77.02216876309137,1.705,2,0,0,9,6,1,0,0,0.914
131,2025-01-06,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.088152157475385,72.16945861148429,0.914,5,0,1,10,6,1,0,0,1.435
132,2025-01-06,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.878550069277285,68.60626402807685,1.435,5,0,1,11,6,1,0,0,1.335
133,2025-01-06,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.93299188804795,71.41702246523249,1.335,5,0,1,12,6,1,0,0,1.561
134,2025-01-06,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.526814155930374,63.42199753027316,1.561,5,0,1,13,6,1,0,0,1.48
135,2025-01-06,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.623354964397876,60.859890327911614,1.48,5,0,1,14,6,1,0,0,1.269
136,2025-01-06,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.89212904864336,70.6843724842549,1.269,3,0,1,15,6,1,0,0,1.256
137,2025-01-06,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.675682208556587,66.02753886309877,1.256,2,0,1,16,6,1,0,0,1.021
138,2025-01-06,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.650400241637836,71.23877307133807,1.021,6,0,1,17,6,1,0,0,1.761
139,2025-01-06,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.997384713353426,73.66677474777362,1.761,3,0,1,18,6,1,0,0,1.58
140,2025-01-06,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.055783299092923,75.99247823671318,1.58,6,0,1,19,6,1,0,0,2.36
141,2025-01-06,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.331527546620798,80.56289946981785,2.36,4,0,1,20,6,1,0,0,2.073
142,2025-01-06,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.483676177687453,81.82830075316693,2.073,4,0,1,21,6,1,0,0,2.205
143,2025-01-06,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.894362975414953,80.72974773697659,2.205,2,0,1,22,6,1,0,0,1.623
144,2025-01-06,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.234270182552734,79.29411670461344,1.623,6,0,0,23,6,1,0,0,1.56
145,2025-01-07,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.92477599315531,82.19252913872876,1.56,4,0,1,0,7,1,1,0,1.602
146,2025-01-07,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.96312187824686,79.61515833330031,1.602,6,0,0,1,7,1,1,0,1.393
147,2025-01-07,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.710322560752154,80.9757650959988,1.393,5,0,1,2,7,1,1,0,1.41
148,2025-01-07,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.1827749772575,91.53487152081271,1.41,2,0,1,3,7,1,1,0,1.115
149,2025-01-07,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.427913054033684,80.67850627183999,1.115,6,0,1,4,7,1,1,0,1.521
150,2025-01-07,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.145739866633942,80.3009800681502,1.521,4,0,1,5,7,1,1,0,1.67
151,2025-01-07,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.47309213036905,73.98981071959619,1.67,2,0,0,6,7,1,1,0,1.514
152,2025-01-07,07:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.44678367145229,79.08029366571947,1.514,4,0,0,7,7,1,1,0,1.509
153,2025-01-07,08:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.660253644236516,76.22935637493605,1.509,5,0,0,8,7,1,1,0,1.573
154,2025-01-07,09:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.335646999028395,74.56941021862033,1.573,5,0,1,9,7,1,1,0,1.683
155,2025-01-07,10:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.356973959345343,70.90981751870802,1.683,3,0,1,10,7,1,1,0,1.193
156,2025-01-07,11:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.39424291818624,73.07458255657602,1.193,6,0,1,11,7,1,1,0,1.684
157,2025-01-07,12:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.529090747774738,73.32526000251546,1.684,3,0,1,12,7,1,1,0,1.305
158,2025-01-07,13:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.490783922427838,69.13239567739718,1.305,4,0,1,13,7,1,1,0,1.365
159,2025-01-07,14:00:00,Kegalle,Sabaragamuwa,Sri Lanka,27.400563521168678,67.78006977997524,1.365,6,0,1,14,7,1,1,0,1.639
160,2025-01-07,15:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.756637300475774,72.51610613396798,1.639,2,0,1,15,7,1,1,0,1.024
161,2025-01-07,16:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.652777720810533,66.43375130545519,1.024,4,0,1,16,7,1,1,0,1.382
162,2025-01-07,17:00:00,Kegalle,Sabaragamuwa,Sri Lanka,26.399718135693732,68.6281588775387,1.382,4,0,1,17,7,1,1,0,1.397
163,2025-01-07,18:00:00,Kegalle,Sabaragamuwa,Sri Lanka,28.10277578594813,72.97506531274274,1.397,5,0,1,18,7,1,1,0,2.049
164,2025-01-07,19:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.06758398290755,68.03457172624742,2.049,5,0,1,19,7,1,1,0,2.158
165,2025-01-07,20:00:00,Kegalle,Sabaragamuwa,Sri Lanka,25.670791362989075,80.12211440997135,2.158,5,0,1,20,7,1,1,0,2.13
166,2025-01-07,21:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.552964931243324,74.6483444501367,2.13,3,0,0,21,7,1,1,0,1.718
167,2025-01-07,22:00:00,Kegalle,Sabaragamuwa,Sri Lanka,24.345258410299397,78.06378338229881,1.718,4,0,0,22,7,1,1,0,1.613
168,2025-01-07,23:00:00,Kegalle,Sabaragamuwa,Sri Lanka,23.328061785562358,80.20905944377198,1.613,2,0,1,23,7,1,1,0,1.424
169,2025-01-08,00:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.449818551277097,81.91862807030567,1.424,6,0,1,0,8,1,2,0,1.589
170,2025-01-08,01:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.26279766548226,80.62538689430784,1.589,3,0,1,1,8,1,2,0,1.11
171,2025-01-08,02:00:00,Kegalle,Sabaragamuwa,Sri Lanka,21.67616984365649,81.49199659510208,1.11,4,0,1,2,8,1,2,0,1.483
172,2025-01-08,03:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.652265447576273,80.82366729692941,1.483,5,0,1,3,8,1,2,0,1.59
173,2025-01-08,04:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.21114208513095,78.16162363779732,1.59,5,0,0,4,8,1,2,0,1.256
174,2025-01-08,05:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.039616401663867,75.40722216944494,1.256,2,0,0,5,8,1,2,0,1.043
175,2025-01-08,06:00:00,Kegalle,Sabaragamuwa,Sri Lanka,22.577649940544305,81.13762901314006,1.043,5,0,1,6,8,1,2,0,1.932
